kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
mis.1.sm_75.ptx 87 : 1794816 12129152 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 460 : 1794816 10819840 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 123 : 323766 2003438 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 381 : 111392 1018510 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 44 : 299067 2207778 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 211 : 389865 3548901 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 418 : 47772 66350 0 0 0 0 0 0 2198 
mis.1.sm_75.ptx 81 : 1794816 27510944 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 248 : 393162 1805375 0 0 0 73139 22382 0 0 
mis.1.sm_75.ptx 459 : 1794816 11401664 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 122 : 323766 2043483 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 43 : 299067 2461927 0 0 0 37384 9346 0 0 
mis.1.sm_75.ptx 417 : 47772 298187 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 80 : 1794816 27604672 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 247 : 393162 3610864 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 42 : 299067 2456221 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 209 : 422052 170611 0 0 0 0 0 0 5839 
mis.1.sm_75.ptx 416 : 47772 9555569 189824 0 0 46238 28206 0 0 
mis.1.sm_75.ptx 79 : 1794816 28360640 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 246 : 393162 2464783 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 457 : 1794816 17099040 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 120 : 393162 373999 0 0 0 0 0 0 15449 
mis.1.sm_75.ptx 378 : 69615 444184 0 0 0 59503 14458 0 0 
mis.1.sm_75.ptx 41 : 299067 3225587 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 208 : 422052 2579298 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 415 : 47772 441993 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 78 : 1794816 27674240 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 456 : 1794816 10704448 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 119 : 393162 2455749 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 377 : 69615 640464 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 40 : 299067 3171091 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 207 : 422052 134185793 676480 0 0 298857 76596 0 0 
