kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
bc.1.sm_75.ptx 41 : 4786176 33609504 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 673 : 299136 1839936 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 257 : 128371 1179126 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 594 : 299136 2140320 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 42 : 4786176 32097920 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 674 : 299136 1827648 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 258 : 128371 8008343 114880 0 0 110581 82462 0 0 
bc.1.sm_75.ptx 595 : 299136 3346144 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 51 : 4785072 1435773808 1881632 0 0 598144 149536 0 0 
bc.1.sm_75.ptx 218 : 369079 59242394 951712 0 0 355333 118511 0 0 
bc.1.sm_75.ptx 683 : 299067 1679495 0 0 0 37384 9346 0 0 
bc.1.sm_75.ptx 182 : 60394 262546 0 0 0 48222 48222 0 0 
bc.1.sm_75.ptx 604 : 299067 2424903 0 0 0 37384 9346 0 0 
bc.1.sm_75.ptx 68 : 299067 1881238 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 235 : 118070 1076126 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 69 : 299067 2752687 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 236 : 118070 7638681 125344 0 0 103194 78526 0 0 
bc.1.sm_75.ptx 70 : 299067 2778859 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 237 : 118070 30430259 750080 0 0 116425 78526 0 0 
bc.1.sm_75.ptx 71 : 299067 3048827 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 72 : 299067 1839279 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 73 : 299067 1858357 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 240 : 369079 58216424 931424 0 0 355388 118511 0 0 
bc.1.sm_75.ptx 74 : 299067 291371 0 0 0 0 0 0 20838 
bc.1.sm_75.ptx 241 : 369079 3352717 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 166 : 299067 2136640 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 167 : 299067 764383 0 0 0 0 0 0 22939 
bc.1.sm_75.ptx 177 : 369079 78201184 337344 0 0 277754 118511 0 0 
bc.1.sm_75.ptx 183 : 60394 548272 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 184 : 60394 272841 0 0 0 59378 48222 0 0 
bc.1.sm_75.ptx 188 : 369079 2281455 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 189 : 369079 1404950 0 0 0 0 0 0 33146 
bc.1.sm_75.ptx 191 : 100856 918943 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 192 : 100856 7429856 150912 0 0 89689 70481 0 0 
bc.1.sm_75.ptx 193 : 100856 25366372 588736 0 0 99236 70481 0 0 
bc.1.sm_75.ptx 196 : 369079 59705532 961600 0 0 355423 118511 0 0 
bc.1.sm_75.ptx 197 : 369079 3350843 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 198 : 369079 3344538 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 214 : 109560 7538703 139168 0 0 96746 74785 0 0 
